"crop_name","year","country_iso2","country_name","c_area_harvested","c_feed","c_production","c_yield","cb_domestic_supply_quantity","cb_export_quantity","cb_feed","cb_food_supply_quantity","cb_import_quantity","cb_losses","cb_other_uses","cb_processing","cb_production","cb_seed","cb_stock_variation","clp_export_quantity","clp_export_value","clp_import_quantity","clp_import_value","fs_fat_supply_quantity","fs_food_supply_kcal","fs_food_supply_quantity_g","fs_food_supply_quantity_kg","fs_food_supply_quantity_t","fs_protein_supply_quantity","vap_gross_production_value_2004_2006_i","vap_gross_production_value_2014_2006_us","vap_gross_production_value_us","vap_net_production_value_2004_2006_i","cu_amount_countries"
"Mat bean","2011","","World",32210303,NA,46191613,229717,22550667,4374204,2434938,17626824,3334745,1253116,64917,NA,23107800,1196330,482326,4856496,4842092,3851850,4108479,0.1,24,7.05,2.57,17626823.54,1.52,23504602.438845,19222.514691,41868.44617,21279052.060495,1
"Mat bean","2012","","World",30844784,NA,47256489,237545,22184938,4236638,2599136,17122805,3464305,1244916,44158,NA,23359698,1186106,-402427,4787454,4953739,4011952,4304353,0.1,23,6.78,2.47,17122804.78,1.46,23964544.99215,19624.753995,38113.737625,21571142.155966,1
"Mat bean","2013","","World",31027121,NA,47828399,241313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556765,4657864,4071808,4484651,NA,NA,NA,NA,NA,NA,24162824.909485,19590.847169,41088.628853,21730034.483972,1
"Mate","2010","","World",290703,NA,766518,26368,4954061,2272221,0,4951955,1895995,93876,6686,NA,5316250,NA,14037,266829,1053127,262072,904950,NA,1,2,0.73,4951955,0.2,100332.607092,171.753243,195.368913,100332.607092,1
"Mate","2011","","World",267984,NA,774524,28902,5341153,2241667,0,5322482,2106570,100681,20284,NA,5491589,NA,-15339,274282,1179317,284225,1011255,NA,1,2.13,0.78,5322482,0.21,101380.544456,170.762219,247.411896,101380.544456,1
"Mate","2012","","World",274847,NA,821534,29891,5739190,2154174,0,5757155,2139210,106644,4455,NA,5804864,NA,-50710,294872,1263248,275700,1131928,NA,1,2.28,0.83,5757155,0.23,107533.871396,177.398686,292.576233,107533.871396,1
"Mate","2013","","World",266392,NA,842650,31632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293835,1502597,302830,1261831,NA,NA,NA,NA,NA,NA,110297.8291,176.740425,279.409046,110297.8291,1
"Mauka","2010","","World",1218971,NA,8950085,73423,17270161,355012,723801,12663305,593730,2891782,907645,1,17030895,130019,548,137478,101979,150870,157835,0.01,6,5.12,1.87,12663305.11,0.08,1530562.912861,1506.180712,2069.069745,1477975.060315,1
"Mauka","2011","","World",1257843,NA,9400643,74736,18176655,354829,770752,13190892,644236,3091549,1016539,1,17899493,130027,-12245,157844,110144,161930,178870,0.01,6,5.28,1.93,13190891.68,0.08,1607613.286743,1545.190898,2452.447779,1554910.836305,1
"Mauka","2012","","World",1273960,NA,9798676,76915,18958491,429273,800435,13840482,815131,3184157,1101924,-1,18560298,125360,12334,188810,148987,141226,154375,0.01,6,5.48,2,13840481.71,0.08,1675681.424705,1848.170567,2908.690011,1626056.010247,1
"Mauka","2013","","World",1286432,NA,9809301,76252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161957,146925,148880,180834,NA,NA,NA,NA,NA,NA,1677498.372022,1848.986414,2707.665689,1628074.80432,1
"Medlar","2010","","World",4539566,NA,28282688,62303,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,1948145,1651048,1984150,1889942,0.33,28,65.96,24.08,163015129.55,0.34,9871619.600295,6079.497811,9823.729645,9871269.920582,1
"Medlar","2011","","World",4833356,NA,29331448,60685,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2396751,2119691,2444537,2452088,0.34,29,68.08,24.85,170163646.03,0.35,10237672.532083,6380.225854,11227.146752,10237328.90811,1
"Medlar","2012","","World",5040661,NA,30532406,60572,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2385596,2161214,2463747,2604108,0.35,30,70.36,25.68,177688423.09,0.36,10656847.957216,6213.284996,11228.12823,10656487.26548,1
"Medlar","2013","","World",5117804,NA,31536972,61622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2379246,2326015,2523807,2858010,NA,NA,NA,NA,NA,NA,11007475.600846,6395.077944,11305.770503,11007114.90911,1
"Melons","2010","","World",2206498,NA,33064815,249362,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,2196443,1392648,1948372,1517377,0.33,28,65.96,24.08,163015129.55,0.34,6276862.153187,7781.137146,11915.709216,5915277.553491,1
"Melons","2011","","World",2263586,NA,33180741,249576,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,2070693,1369628,2012157,1649906,0.34,29,68.08,24.85,170163646.03,0.35,6312503.753525,7848.155754,12610.961525,5796378.444696,1
"Melons","2012","","World",3055142,NA,29508477,251105,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,2197301,1446015,1909428,1503650,0.35,30,70.36,25.68,177688423.09,0.36,5648715.537502,7212.209953,12115.972739,5328818.394367,1
"Melons","2013","","World",3049239,NA,30593785,258665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2143174,1603560,1994052,1741322,NA,NA,NA,NA,NA,NA,5846069.47748,7350.365533,21099.982691,5514242.882435,1
"Mombin","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Mombin","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Mombin","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Mombin","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"Mulberry","2010","","World",114558,NA,769929,67209,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,NA,NA,NA,NA,0.33,28,65.96,24.08,163015129.55,0.34,1341432.290674,664.644521,770.043014,1341432.290674,1
"Mulberry","2011","","World",116341,NA,846411,72752,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,NA,NA,NA,NA,0.34,29,68.08,24.85,170163646.03,0.35,1474686.592551,855.790349,942.312593,1474686.592551,1
"Mulberry","2012","","World",120221,NA,866582,72082,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,NA,NA,NA,NA,0.35,30,70.36,25.68,177688423.09,0.36,1509828.653267,868.353646,980.794608,1509828.653267,1
"Mulberry","2013","","World",116017,NA,869086,74910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514192.025804,846.955925,933.842574,1514192.025804,1
"Mung bean","2010","","World",32486941,NA,46510911,231884,23263358,3687949,2925196,17848377,3058155,1257641,395,NA,24159268,1250854,-266116,4178460,3905076,3595456,3694939,0.11,24,7.22,2.64,17848377.17,1.56,23835651.46561,19749.882483,33788.661932,21302312.535882,1
"Mung bean","2011","","World",32210303,NA,46191613,229717,22550667,4374204,2434938,17626824,3334745,1253116,64917,NA,23107800,1196330,482326,4856496,4842092,3851850,4108479,0.1,24,7.05,2.57,17626823.54,1.52,23504602.438845,19222.514691,41868.44617,21279052.060495,1
"Mung bean","2012","","World",30844784,NA,47256489,237545,22184938,4236638,2599136,17122805,3464305,1244916,44158,NA,23359698,1186106,-402427,4787454,4953739,4011952,4304353,0.1,23,6.78,2.47,17122804.78,1.46,23964544.99215,19624.753995,38113.737625,21571142.155966,1
"Mung bean","2013","","World",31027121,NA,47828399,241313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556765,4657864,4071808,4484651,NA,NA,NA,NA,NA,NA,24162824.909485,19590.847169,41088.628853,21730034.483972,1
"Myrtle","2010","","World",114558,NA,769929,67209,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,NA,NA,NA,NA,0.33,28,65.96,24.08,163015129.55,0.34,1341432.290674,664.644521,770.043014,1341432.290674,1
"Myrtle","2011","","World",116341,NA,846411,72752,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,NA,NA,NA,NA,0.34,29,68.08,24.85,170163646.03,0.35,1474686.592551,855.790349,942.312593,1474686.592551,1
"Myrtle","2012","","World",120221,NA,866582,72082,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,NA,NA,NA,NA,0.35,30,70.36,25.68,177688423.09,0.36,1509828.653267,868.353646,980.794608,1509828.653267,1
"Myrtle","2013","","World",116017,NA,869086,74910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514192.025804,846.955925,933.842574,1514192.025804,1
"Naranjilla","2010","","World",2900373,NA,20215994,69701,181139085,26041481,161854,163015130,26374212,16397208,154530,1918455,180619594,NA,186760,580010,353614,762573,644135,0.33,28,65.96,24.08,163015129.55,0.34,8261710.83803,6084.249475,10294.620887,8261302.059775,1
"Naranjilla","2011","","World",3164798,NA,20843720,65861,190261074,27496754,83648,170163646,28136690,16996917,159525,3378859,189917005,NA,-295867,646342,399423,811232,755461,0.34,29,68.08,24.85,170163646.03,0.35,8518244.581406,6454.056195,12555.026886,8517901.607516,1
"Naranjilla","2012","","World",3194968,NA,22546163,70568,197736228,28198651,44344,177688423,30229947,17335658,133616,3146881,195310537,NA,394395,820875,525894,925943,995019,0.35,30,70.36,25.68,177688423.09,0.36,9213985.343607,6948.809865,13363.450215,9213642.369718,1
"Naranjilla","2013","","World",3207702,NA,23243400,72461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,841345,584348,976575,1180320,NA,NA,NA,NA,NA,NA,9498926.705874,7180.385027,13489.645919,9498612.224597,1
"New Zealand flax","2010","","World",375939,NA,276134,7345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137717.294737,43.802029,83.921461,137717.294737,1
"New Zealand flax","2011","","World",382836,NA,281306,7348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140296.831173,44.05972,102.302727,140296.831173,1
"New Zealand flax","2012","","World",389075,NA,284142,7303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141711.226487,44.874829,93.506102,141711.226487,1
"New Zealand flax","2013","","World",387491,NA,285396,7365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142336.328995,44.862812,89.382532,142336.328995,1
"New Zealand Spinach","2010","","World",844718,NA,20335174,240733,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,107602,149217,112015,168862,0.59,71,283.67,103.54,701058269.4,3.79,4762253.739009,5309.919558,7717.435788,4762253.739009,1
"New Zealand Spinach","2011","","World",863290,NA,21184463,245392,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,111233,167991,130828,190044,0.6,71,286.58,104.6,716309449.49,3.82,4961147.09399,5536.796484,11785.567473,4961147.09399,1
"New Zealand Spinach","2012","","World",884621,NA,22141613,250295,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,138198,198146,152088,207653,0.61,73,296.09,108.07,747750498.18,3.93,5185300.066709,5691.667201,19161.729757,5185300.066709,1
"New Zealand Spinach","2013","","World",919494,NA,23274869,253127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152436,245193,165829,252110,NA,NA,NA,NA,NA,NA,5450695.127287,5874.481888,12219.898208,5450695.127287,1
"Noog","2010","","World",1625481,NA,2850441,17536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421025,363968,455710,558018,0.09,1,0.34,0.12,836925.99,0.07,887969.389481,649.693615,992.579453,855258.534056,1
"Noog","2011","","World",1651134,NA,3330732,20172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660991,413367,481585,594953,0.09,1,0.38,0.14,959939.55,0.08,1037589.584572,738.664499,1499.413426,996806.928196,1
"Noog","2012","","World",1695971,NA,3624339,21370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561933,463546,382163,545902,0.09,1,0.38,0.14,951819.94,0.08,1129054.149847,784.890248,1641.548556,1091643.395297,1
"Noog","2013","","World",1727446,NA,3728159,21582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683806,650727,416629,749535,NA,NA,NA,NA,NA,NA,1161396.138697,793.358877,1670.582322,1101300.333673,1
"Nutmeg","2010","","World",295642,NA,66669,2255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66312,628118,60659,633089,NA,NA,NA,NA,NA,NA,138820.47678,72.979132,145.672326,138820.47678,1
"Nutmeg","2011","","World",304119,NA,73974,2432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69945,742976,67051,828925,NA,NA,NA,NA,NA,NA,154032.502091,76.633381,173.549278,154032.502091,1
"Nutmeg","2012","","World",320044,NA,91402,2856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84199,719351,75902,744627,NA,NA,NA,NA,NA,NA,190320.865855,88.40926,196.936753,190320.865855,1
"Nutmeg","2013","","World",335363,NA,96243,2870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87083,663201,80334,680181,NA,NA,NA,NA,NA,NA,200401.504418,88.451601,279.991983,200401.504418,1
"Oats","2010","","World",9132107,NA,19703339,21576,20103855,3586688,13181191,3978637,3760763,509154,27500,452,19718793,2412559,210988,3244542,925791,3211386,959787,0.06,3,1.61,0.59,3978636.72,0.13,2250397.208018,2375.94569,3309.374055,476760.174818,1
"Oats","2011","","World",9646039,NA,22607484,23437,22559855,3830813,15358127,4070947,3996792,529736,71857,27,22366705,2532863,27171,3477736,1238687,3379710,1303160,0.06,3,1.63,0.59,4070947.26,0.13,2582091.175882,2662.228763,5029.308587,544438.149313,1
"Oats","2012","","World",9554773,NA,21216193,22205,20776714,3812242,13624115,3957327,3926708,529891,105406,28219,21296069,2531966,-633821,3455562,1286564,3527644,1376433,0.06,3,1.57,0.57,3957326.79,0.13,2423186.25525,2502.616667,4838.063902,582689.528619,1
"Oats","2013","","World",9784768,NA,23797171,24321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3106227,1282910,3385272,1440515,NA,NA,NA,NA,NA,NA,2717970.109257,2780.316461,5181.41705,605540.555492,1
"Oca","2010","","World",1218971,NA,8950085,73423,17270161,355012,723801,12663305,593730,2891782,907645,1,17030895,130019,548,137478,101979,150870,157835,0.01,6,5.12,1.87,12663305.11,0.08,1530562.912861,1506.180712,2069.069745,1477975.060315,1
"Oca","2011","","World",1257843,NA,9400643,74736,18176655,354829,770752,13190892,644236,3091549,1016539,1,17899493,130027,-12245,157844,110144,161930,178870,0.01,6,5.28,1.93,13190891.68,0.08,1607613.286743,1545.190898,2452.447779,1554910.836305,1
"Oca","2012","","World",1273960,NA,9798676,76915,18958491,429273,800435,13840482,815131,3184157,1101924,-1,18560298,125360,12334,188810,148987,141226,154375,0.01,6,5.48,2,13840481.71,0.08,1675681.424705,1848.170567,2908.690011,1626056.010247,1
"Oca","2013","","World",1286432,NA,9809301,76252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161957,146925,148880,180834,NA,NA,NA,NA,NA,NA,1677498.372022,1848.986414,2707.665689,1628074.80432,1
"Oil palm","2010","","World",16855189,NA,281382333,132563,66135711,50600272,6247487,15844975,46905876,324349,31751091,12144815,69346484,NA,483622,43654771,33312904,42664012,33376026,6.35,57,6.41,2.34,15838910.67,0.01,23057214.436515,34078.129688,76268.334313,23057214.436515,1
"Oil palm","2011","","World",17533696,NA,306909365,139212,68729070,54631716,6165894,16561986,49190125,334383,32658697,13236788,74778870,NA,-608210,46005117,45256373,44800969,47832423,6.54,57,6.62,2.42,16555866.08,0.01,24964368.783064,36798.234931,92711.506274,24964368.783064,1
"Oil palm","2012","","World",18243814,NA,322783851,140462,75562579,57535507,7402899,16668174,54327330,339157,37314361,14152438,79680827,NA,-910071,48472889,42103157,49439035,47180008,6.53,58,6.59,2.41,16661557.68,0.01,26488295.558817,38678.020522,87118.657873,26488193.859931,1
"Oil palm","2013","","World",18629154,NA,333930524,142113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51649573,37417540,54401339,43425468,NA,NA,NA,NA,NA,NA,27486849.11929,39947.313716,77865.350836,27486848.086814,1
"Oiticica","2010","","World",1625481,NA,2850441,17536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421025,363968,455710,558018,0.09,1,0.34,0.12,836925.99,0.07,887969.389481,649.693615,992.579453,855258.534056,1
"Oiticica","2011","","World",1651134,NA,3330732,20172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660991,413367,481585,594953,0.09,1,0.38,0.14,959939.55,0.08,1037589.584572,738.664499,1499.413426,996806.928196,1
"Oiticica","2012","","World",1695971,NA,3624339,21370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561933,463546,382163,545902,0.09,1,0.38,0.14,951819.94,0.08,1129054.149847,784.890248,1641.548556,1091643.395297,1
"Oiticica","2013","","World",1727446,NA,3728159,21582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,683806,650727,416629,749535,NA,NA,NA,NA,NA,NA,1161396.138697,793.358877,1670.582322,1101300.333673,1
"Okra","2010","","World",1070892,NA,7426293,69347,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,NA,NA,NA,NA,0.59,71,283.67,103.54,701058269.4,3.79,4749062.381996,4882.745392,8211.510383,4743908.64396,1
"Okra","2011","","World",1676066,NA,7994721,47699,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,NA,NA,NA,NA,0.6,71,286.58,104.6,716309449.49,3.82,5112567.86066,5148.408096,8886.931453,5107315.32735,1
"Okra","2012","","World",1797543,NA,9694402,53931,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,NA,NA,NA,NA,0.61,73,296.09,108.07,747750498.18,3.93,6199502.489136,6051.642859,10424.348882,6194344.978091,1
"Okra","2013","","World",1829777,NA,9627429,52615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6156673.547707,5997.935328,9384.013176,6151387.178823,1
"Olives","2010","","World",9898748,NA,20418234,20627,21598137,2613503,175,5286972,2755413,298000,438278,15580697,21585024,NA,-128797,4333554,12884221,4535288,13251733,1.24,11,2.14,0.78,5286971.97,0.01,16348940.849661,19845.026478,22417.881181,16348940.849661,1
"Olives","2011","","World",10045874,NA,21228393,21131,22297217,2725072,283,5552256,2868363,297700,434439,16027013,22450649,NA,-296724,4557441,14016193,4769407,14291016,1.3,11,2.22,0.81,5552256.92,0.01,16997638.202044,20409.097335,21714.496005,16997638.202044,1
"Olives","2012","","World",10237098,NA,17683520,17274,19068748,2929408,816,6017926,3043220,348051,336960,12392983,18042349,NA,912587,4885955,13924834,5085250,13849405,1.33,12,2.38,0.87,6017925.54,0.01,14159247.697802,18107.341228,19686.610643,14159167.627502,1
"Olives","2013","","World",10278438,NA,22025129,21428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4844018,16470922,4999139,16751790,NA,NA,NA,NA,NA,NA,17635586.995261,19882.356111,20069.806402,17635506.924961,1
"Onions","2010","","World",4454836,NA,84161349,392265,77684584,7533442,55676,71277529,6682928,6328385,13590,-3,78542432,9400,-7333,14314472,6269248,14153564,6453464,0.06,11,28.84,10.53,71277529.46,0.4,17646295.259858,19704.449861,36106.14909,17626265.467259,1
"Onions","2011","","World",4607975,NA,90439921,401803,83298990,7566129,299950,76343011,6435367,6632266,14267,-2,84436418,10950,-6667,14121788,6165840,13760024,6534174,0.06,11,30.54,11.15,76343010.69,0.42,18963905.062706,20803.493804,32375.193472,18892293.831363,1
"Onions","2012","","World",4720230,NA,87993059,403289,81338923,7267329,327484,74665506,6412181,6323231,16436,-2345,82180071,8600,14000,13616624,5126682,13603318,5332230,0.06,11,29.57,10.79,74665505.72,0.41,18448605.235326,19831.586973,36232.63436,18370837.081969,1
"Onions","2013","","World",4937286,NA,90231626,407369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14570010,6887014,14646934,7126130,NA,NA,NA,NA,NA,NA,18917866.578327,20293.190852,48597.316567,18809792.650618,1
"Orache","2010","","World",844718,NA,20335174,240733,816548019,41024281,45629760,701058269,39726312,69092141,366888,527258,817469827,102891,376161,107602,149217,112015,168862,0.59,71,283.67,103.54,701058269.4,3.79,4762253.739009,5309.919558,7717.435788,4762253.739009,1
"Orache","2011","","World",863290,NA,21184463,245392,840967335,43117429,51203729,716309449,41537316,72857461,298127,493642,842433091,107072,114357,111233,167991,130828,190044,0.6,71,286.58,104.6,716309449.49,3.82,4961147.09399,5536.796484,11785.567473,4961147.09399,1
"Orache","2012","","World",884621,NA,22141613,250295,864106729,43228665,47208012,747750498,41880443,68494011,419874,468813,865556348,110043,-101397,138198,198146,152088,207653,0.61,73,296.09,108.07,747750498.18,3.93,5185300.066709,5691.667201,19161.729757,5185300.066709,1
