crop,country,year,c_area_harvested,c_feed,c_production,c_yield,vap_gross_production_value_2004_2006_i,vap_gross_production_value_2014_2006_us,vap_gross_production_value_us,vap_net_production_value_2004_2006_i
Mamey sapote,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Mammee,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Mammee,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Mammee,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Mammee,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Mandarines,World,2010,6371904,NA,94511489,278123,NA,NA,NA,NA
Mandarines,World,2011,6324053,NA,99695868,298741,NA,NA,NA,NA
Mandarines,World,2012,6242567,NA,98122077,299198,NA,NA,NA,NA
Mandarines,World,2013,6498380,NA,101955304,298658,NA,NA,NA,NA
Mango,World,2010,4998207,NA,37539772,75106,NA,NA,NA,NA
Mango,World,2011,5202368,NA,40083200,77048,NA,NA,NA,NA
Mango,World,2012,5438753,NA,42418914,77994,NA,NA,NA,NA
Mango,World,2013,5582728,NA,44510869,79730,NA,NA,NA,NA
Mangosteen,World,2010,4998207,NA,37539772,75106,NA,NA,NA,NA
Mangosteen,World,2011,5202368,NA,40083200,77048,NA,NA,NA,NA
Mangosteen,World,2012,5438753,NA,42418914,77994,NA,NA,NA,NA
Mangosteen,World,2013,5582728,NA,44510869,79730,NA,NA,NA,NA
Maple sugar,World,2010,107036,NA,900133,84096,NA,NA,NA,NA
Maple sugar,World,2011,118087,NA,944160,79954,NA,NA,NA,NA
Maple sugar,World,2012,119902,NA,929269,77503,NA,NA,NA,NA
Maple sugar,World,2013,121501,NA,946149,77871,NA,NA,NA,NA
Marjoram,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Marjoram,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Marjoram,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Marjoram,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Mashua,World,2010,1218971,NA,8950085,73423,NA,NA,NA,NA
Mashua,World,2011,1257843,NA,9400643,74736,NA,NA,NA,NA
Mashua,World,2012,1273960,NA,9798676,76915,NA,NA,NA,NA
Mashua,World,2013,1286432,NA,9809301,76252,NA,NA,NA,NA
Mat bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Mat bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Mat bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Mat bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Mate,World,2010,290703,NA,766518,26368,NA,NA,NA,NA
Mate,World,2011,267984,NA,774524,28902,NA,NA,NA,NA
Mate,World,2012,274847,NA,821534,29891,NA,NA,NA,NA
Mate,World,2013,266392,NA,842650,31632,NA,NA,NA,NA
Mauka,World,2010,1218971,NA,8950085,73423,NA,NA,NA,NA
Mauka,World,2011,1257843,NA,9400643,74736,NA,NA,NA,NA
Mauka,World,2012,1273960,NA,9798676,76915,NA,NA,NA,NA
Mauka,World,2013,1286432,NA,9809301,76252,NA,NA,NA,NA
Medlar,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Medlar,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Medlar,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Medlar,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Melons,World,2010,2206498,NA,33064815,249362,NA,NA,NA,NA
Melons,World,2011,2263586,NA,33180741,249576,NA,NA,NA,NA
Melons,World,2012,3055142,NA,29508477,251105,NA,NA,NA,NA
Melons,World,2013,3049239,NA,30593785,258665,NA,NA,NA,NA
Mombin,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Mombin,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Mombin,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Mombin,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Mulberry,World,2010,114558,NA,769929,67209,1341432.291,664.644521,770.043014,1341432.291
Mulberry,World,2011,116341,NA,846411,72752,1474686.593,855.790349,942.312593,1474686.593
Mulberry,World,2012,120221,NA,866582,72082,1509828.653,868.353646,980.794608,1509828.653
Mulberry,World,2013,116017,NA,869086,74910,1514192.026,846.955925,933.842574,1514192.026
Mung bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Mung bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Mung bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Mung bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Myrtle,World,2010,114558,NA,769929,67209,1341432.291,664.644521,770.043014,1341432.291
Myrtle,World,2011,116341,NA,846411,72752,1474686.593,855.790349,942.312593,1474686.593
Myrtle,World,2012,120221,NA,866582,72082,1509828.653,868.353646,980.794608,1509828.653
Myrtle,World,2013,116017,NA,869086,74910,1514192.026,846.955925,933.842574,1514192.026
Naranjilla,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Naranjilla,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Naranjilla,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Naranjilla,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
New Zealand flax,World,2010,375939,NA,276134,7345,137717.2947,43.802029,83.921461,137717.2947
New Zealand flax,World,2011,382836,NA,281306,7348,140296.8312,44.05972,102.302727,140296.8312
New Zealand flax,World,2012,389075,NA,284142,7303,141711.2265,44.874829,93.506102,141711.2265
New Zealand flax,World,2013,387491,NA,285396,7365,142336.329,44.862812,89.382532,142336.329
New Zealand Spinach,World,2010,844718,NA,20335174,240733,NA,NA,NA,NA
New Zealand Spinach,World,2011,863290,NA,21184463,245392,NA,NA,NA,NA
New Zealand Spinach,World,2012,884621,NA,22141613,250295,NA,NA,NA,NA
New Zealand Spinach,World,2013,919494,NA,23274869,253127,NA,NA,NA,NA
Noog,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Noog,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Noog,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Noog,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Nutmeg,World,2010,295642,NA,66669,2255,NA,NA,NA,NA
Nutmeg,World,2011,304119,NA,73974,2432,NA,NA,NA,NA
Nutmeg,World,2012,320044,NA,91402,2856,NA,NA,NA,NA
Nutmeg,World,2013,335363,NA,96243,2870,NA,NA,NA,NA
Oats,World,2010,9132107,NA,19703339,21576,NA,NA,NA,NA
Oats,World,2011,9646039,NA,22607484,23437,NA,NA,NA,NA
Oats,World,2012,9554773,NA,21216193,22205,NA,NA,NA,NA
Oats,World,2013,9784768,NA,23797171,24321,NA,NA,NA,NA
Oca,World,2010,1218971,NA,8950085,73423,NA,NA,NA,NA
Oca,World,2011,1257843,NA,9400643,74736,NA,NA,NA,NA
Oca,World,2012,1273960,NA,9798676,76915,NA,NA,NA,NA
Oca,World,2013,1286432,NA,9809301,76252,NA,NA,NA,NA
Oil palm,World,2010,16855189,NA,281382333,132563,NA,NA,NA,NA
Oil palm,World,2011,17533696,NA,306909365,139212,NA,NA,NA,NA
Oil palm,World,2012,18243814,NA,322783851,140462,NA,NA,NA,NA
Oil palm,World,2013,18629154,NA,333930524,142113,NA,NA,NA,NA
Oiticica,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Oiticica,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Oiticica,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Oiticica,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Okra,World,2010,1070892,NA,7426293,69347,NA,NA,NA,NA
Okra,World,2011,1676066,NA,7994721,47699,NA,NA,NA,NA
Okra,World,2012,1797543,NA,9694402,53931,NA,NA,NA,NA
Okra,World,2013,1829777,NA,9627429,52615,NA,NA,NA,NA
Olives,World,2010,9898748,NA,20418234,20627,NA,NA,NA,NA
Olives,World,2011,10045874,NA,21228393,21131,NA,NA,NA,NA
Olives,World,2012,10237098,NA,17683520,17274,NA,NA,NA,NA
Olives,World,2013,10278438,NA,22025129,21428,NA,NA,NA,NA
Onions,World,2010,4454836,NA,84161349,392265,NA,NA,NA,NA
Onions,World,2011,4607975,NA,90439921,401803,NA,NA,NA,NA
Onions,World,2012,4720230,NA,87993059,403289,NA,NA,NA,NA
Onions,World,2013,4937286,NA,90231626,407369,NA,NA,NA,NA
Orache,World,2010,844718,NA,20335174,240733,NA,NA,NA,NA
Orache,World,2011,863290,NA,21184463,245392,NA,NA,NA,NA
Orache,World,2012,884621,NA,22141613,250295,NA,NA,NA,NA
Orache,World,2013,919494,NA,23274869,253127,NA,NA,NA,NA
Oranges,World,2010,6371904,NA,94511489,278123,NA,NA,NA,NA
Oranges,World,2011,6324053,NA,99695868,298741,NA,NA,NA,NA
Oranges,World,2012,6242567,NA,98122077,299198,NA,NA,NA,NA
Oranges,World,2013,6498380,NA,101955304,298658,NA,NA,NA,NA
Papayas,World,2010,400500,NA,10784883,269285,NA,NA,NA,NA
Papayas,World,2011,407321,NA,11296221,277330,NA,NA,NA,NA
Papayas,World,2012,419694,NA,12013955,286255,NA,NA,NA,NA
Papayas,World,2013,423095,NA,12358964,292109,NA,NA,NA,NA
Parsley,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Parsley,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Parsley,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Parsley,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Parsnip,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Parsnip,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Parsnip,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Parsnip,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Passionfruit,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Passionfruit,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Passionfruit,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Passionfruit,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Pawpaw,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Pawpaw,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Pawpaw,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Pawpaw,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Peaches and nectarines,World,2010,1534177,NA,20540957,133889,NA,NA,NA,NA
Peaches and nectarines,World,2011,1537880,NA,21282597,138389,NA,NA,NA,NA
Peaches and nectarines,World,2012,1519036,NA,21279132,140083,NA,NA,NA,NA
Peaches and nectarines,World,2013,1559769,NA,21851523,140095,NA,NA,NA,NA
Pearl millet,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Pearl millet,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Pearl millet,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Pearl millet,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Pears,World,2010,1545920,NA,22558042,145920,NA,NA,NA,NA
Pears,World,2011,1577611,NA,24060201,152510,NA,NA,NA,NA
Pears,World,2012,1565948,NA,24301149,155185,NA,NA,NA,NA
Pears,World,2013,1591090,NA,25313039,159092,NA,NA,NA,NA
Peas,World,2010,8730589,NA,26313465,88958,NA,NA,NA,NA
Peas,World,2011,8447475,NA,27236769,92301,NA,NA,NA,NA
Peas,World,2012,8882444,NA,27615396,90684,NA,NA,NA,NA
Peas,World,2013,8683765,NA,28648797,93716,NA,NA,NA,NA
Pecan,World,2010,581028,NA,826771,14229,NA,NA,NA,NA
Pecan,World,2011,567099,NA,845615,14911,NA,NA,NA,NA
Pecan,World,2012,589226,NA,867286,14719,NA,NA,NA,NA
Pecan,World,2013,578129,NA,877768,15183,NA,NA,NA,NA
Pepper,World,2010,563051,NA,418426,7431,NA,NA,NA,NA
Pepper,World,2011,541344,NA,419468,7749,NA,NA,NA,NA
Pepper,World,2012,558583,NA,414382,7418,NA,NA,NA,NA
Pepper,World,2013,478290,NA,434960,9094,NA,NA,NA,NA
Peppermint,World,2010,2776,NA,80767,290932,NA,NA,NA,NA
Peppermint,World,2011,2331,NA,62931,269959,NA,NA,NA,NA
Peppermint,World,2012,4062,NA,106385,261896,NA,NA,NA,NA
Peppermint,World,2013,3671,NA,95164,259260,NA,NA,NA,NA
Perilla,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Perilla,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Perilla,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Perilla,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Persimmons,World,2010,817097,NA,4078892,49919,NA,NA,NA,NA
Persimmons,World,2011,899706,NA,4485019,49850,NA,NA,NA,NA
Persimmons,World,2012,950754,NA,4823046,50729,NA,NA,NA,NA
Persimmons,World,2013,975170,NA,4907270,50322,NA,NA,NA,NA
Physic nut,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Physic nut,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Physic nut,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Physic nut,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Pigeonpeas,World,2010,4832304,NA,3890137,8050,NA,NA,NA,NA
Pigeonpeas,World,2011,5881363,NA,4166945,7085,NA,NA,NA,NA
Pigeonpeas,World,2012,5594957,NA,3972237,7100,NA,NA,NA,NA
Pigeonpeas,World,2013,5495914,NA,4466653,8127,NA,NA,NA,NA
Pili nut,World,2010,581028,NA,826771,14229,NA,NA,NA,NA
Pili nut,World,2011,567099,NA,845615,14911,NA,NA,NA,NA
Pili nut,World,2012,589226,NA,867286,14719,NA,NA,NA,NA
Pili nut,World,2013,578129,NA,877768,15183,NA,NA,NA,NA
Pine nut,World,2010,581028,NA,826771,14229,NA,NA,NA,NA
Pine nut,World,2011,567099,NA,845615,14911,NA,NA,NA,NA
Pine nut,World,2012,589226,NA,867286,14719,NA,NA,NA,NA
Pine nut,World,2013,578129,NA,877768,15183,NA,NA,NA,NA
Pineapples,World,2010,946601,NA,21472968,226843,NA,NA,NA,NA
Pineapples,World,2011,972449,NA,22942450,235924,NA,NA,NA,NA
Pineapples,World,2012,1007623,NA,24120521,239380,NA,NA,NA,NA
Pineapples,World,2013,1005484,NA,24683553,245489,NA,NA,NA,NA
Pistachios,World,2010,502011,NA,718573,14314,NA,NA,NA,NA
Pistachios,World,2011,517375,NA,624436,12069,NA,NA,NA,NA
Pistachios,World,2012,557609,NA,759767,13625,NA,NA,NA,NA
Pistachios,World,2013,577569,NA,679556,11766,NA,NA,NA,NA
Plantains,World,2010,4582390,NA,31749571,69286,NA,NA,NA,NA
Plantains,World,2011,4587899,NA,32189827,70162,NA,NA,NA,NA
Plantains,World,2012,4686234,NA,33295121,71049,NA,NA,NA,NA
Plantains,World,2013,4715692,NA,33705420,71475,NA,NA,NA,NA
Plums,World,2010,2409010,NA,10712515,44469,NA,NA,NA,NA
Plums,World,2011,2502518,NA,11053832,44171,NA,NA,NA,NA
Plums,World,2012,2565813,NA,10873542,42379,NA,NA,NA,NA
Plums,World,2013,2663137,NA,11325235,42526,NA,NA,NA,NA
Pomegranate,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Pomegranate,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Pomegranate,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Pomegranate,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Pongamia oil,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Pongamia oil,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Pongamia oil,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Pongamia oil,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Poppies,World,2010,148845,NA,97175,6529,NA,NA,NA,NA
Poppies,World,2011,128918,NA,107185,8314,NA,NA,NA,NA
Poppies,World,2012,72645,NA,49983,6880,NA,NA,NA,NA
Poppies,World,2013,94888,NA,69837,7360,NA,NA,NA,NA
Potatoes,World,2010,18686637,NA,332513046,177942,NA,NA,NA,NA
Potatoes,World,2011,19350087,NA,374484314,193531,NA,NA,NA,NA
Potatoes,World,2012,19449220,NA,369073364,189763,NA,NA,NA,NA
Potatoes,World,2013,19358992,NA,374721105,193564,NA,NA,NA,NA
Prickly pear,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Prickly pear,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Prickly pear,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Prickly pear,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Proso millet,World,2010,36016793,NA,32805831,9108,NA,NA,NA,NA
Proso millet,World,2011,33977510,NA,27058875,7964,NA,NA,NA,NA
Proso millet,World,2012,31252411,NA,26649147,8527,NA,NA,NA,NA
Proso millet,World,2013,31216989,NA,26413944,8461,NA,NA,NA,NA
Pumpkin,World,2010,1736070,NA,22763108,131119,NA,NA,NA,NA
Pumpkin,World,2011,1780650,NA,23661986,132884,NA,NA,NA,NA
Pumpkin,World,2012,1821600,NA,23917255,131298,NA,NA,NA,NA
Pumpkin,World,2013,1851136,NA,24522500,132473,NA,NA,NA,NA
Purging croton,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Purging croton,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Purging croton,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Purging croton,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Pyrethrum,World,2010,15491,NA,5468,3530,NA,NA,NA,NA
Pyrethrum,World,2011,17739,NA,7459,4205,NA,NA,NA,NA
Pyrethrum,World,2012,19447,NA,8195,4214,NA,NA,NA,NA
Pyrethrum,World,2013,21731,NA,8738,4021,NA,NA,NA,NA
Quinces,World,2010,63892,NA,537350,84103,NA,NA,NA,NA
Quinces,World,2011,68777,NA,572467,83235,NA,NA,NA,NA
Quinces,World,2012,72914,NA,602948,82693,NA,NA,NA,NA
Quinces,World,2013,81705,NA,676754,82829,NA,NA,NA,NA
Quinoa,World,2010,96438,NA,80069,8303,NA,NA,NA,NA
Quinoa,World,2011,101564,NA,84644,8334,NA,NA,NA,NA
Quinoa,World,2012,172577,NA,97862,5671,NA,NA,NA,NA
Quinoa,World,2013,195467,NA,118175,6046,NA,NA,NA,NA
Radish,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Radish,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Radish,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Radish,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Rambutan,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Rambutan,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Rambutan,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Rambutan,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Ramie,World,2010,98825,NA,192526,19481,NA,NA,NA,NA
Ramie,World,2011,85141,NA,161770,19000,NA,NA,NA,NA
Ramie,World,2012,69930,NA,133289,19060,NA,NA,NA,NA
Ramie,World,2013,63600,NA,122758,19302,NA,NA,NA,NA
Rapeseed and Mustards,World,2010,32886293,NA,60473711,26536,NA,NA,NA,NA
Rapeseed and Mustards,World,2011,34476640,NA,63378722,26994,NA,NA,NA,NA
Rapeseed and Mustards,World,2012,35305580,NA,63195153,25801,NA,NA,NA,NA
Rapeseed and Mustards,World,2013,37046669,NA,73622344,28082,NA,NA,NA,NA
Raspberries,World,2010,106356,NA,521694,49052,NA,NA,NA,NA
Raspberries,World,2011,106806,NA,597424,55936,NA,NA,NA,NA
Raspberries,World,2012,102175,NA,566558,55450,NA,NA,NA,NA
Raspberries,World,2013,92597,NA,584524,63126,NA,NA,NA,NA
Rhubarb,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Rhubarb,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Rhubarb,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Rhubarb,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Rice (African),World,2010,855419687,NA,701108595,43364,NA,NA,NA,NA
Rice (African),World,2011,868898633,804025145,726375708,44640,NA,NA,NA,NA
Rice (African),World,2012,868898965,794825594,736261173,45396,NA,NA,NA,NA
Rice (African),World,2013,886849103,861868117,741986874,45097,NA,NA,NA,NA
Rice (Asian),World,2010,855419687,NA,701108595,43364,NA,NA,NA,NA
Rice (Asian),World,2011,868898633,804025145,726375708,44640,NA,NA,NA,NA
Rice (Asian),World,2012,868898965,794825594,736261173,45396,NA,NA,NA,NA
Rice (Asian),World,2013,886849103,861868117,741986874,45097,NA,NA,NA,NA
Rice bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Rice bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Rice bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Rice bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Roselle,World,2010,174067,NA,260086,14942,124831.793,66.835083,111.560907,124831.793
Roselle,World,2011,177187,NA,273679,15446,131356.1471,72.206967,134.392861,131356.1471
Roselle,World,2012,167191,NA,260262,15567,124916.5737,68.003031,119.172125,124916.5737
Roselle,World,2013,178613,NA,253350,14184,121598.7533,65.21577,105.200735,121598.7533
"Rubber, natural",World,2010,9473015,NA,10838844,11442,NA,NA,NA,NA
"Rubber, natural",World,2011,9628678,NA,11593272,12040,NA,NA,NA,NA
"Rubber, natural",World,2012,10318706,NA,12663007,12272,NA,NA,NA,NA
"Rubber, natural",World,2013,10663401,NA,13005417,12196,NA,NA,NA,NA
Runner bean,World,2010,32486941,NA,46510911,231884,23835651.47,19749.88248,33788.66193,21302312.54
Runner bean,World,2011,32210303,NA,46191613,229717,23504602.44,19222.51469,41868.44617,21279052.06
Runner bean,World,2012,30844784,NA,47256489,237545,23964544.99,19624.754,38113.73763,21571142.16
Runner bean,World,2013,31027121,NA,47828399,241313,24162824.91,19590.84717,41088.62885,21730034.48
Rye,World,2010,5023380,NA,11936752,23762,NA,NA,NA,NA
Rye,World,2011,5137335,NA,13105737,25511,NA,NA,NA,NA
Rye,World,2012,5278323,NA,14496501,27464,NA,NA,NA,NA
Rye,World,2013,5730500,NA,16660623,29074,NA,NA,NA,NA
Safflower,World,2010,834754,NA,664656,7962,NA,NA,NA,NA
Safflower,World,2011,803991,NA,678177,8435,NA,NA,NA,NA
Safflower,World,2012,968499,NA,843899,8713,NA,NA,NA,NA
Safflower,World,2013,896800,NA,721525,8046,NA,NA,NA,NA
Saffron,World,2010,927593,NA,2103629,22678,NA,NA,NA,NA
Saffron,World,2011,1008818,NA,2427596,24064,NA,NA,NA,NA
Saffron,World,2012,978986,NA,2269144,23179,NA,NA,NA,NA
Saffron,World,2013,982860,NA,2339135,23799,NA,NA,NA,NA
Sago palm,World,2010,1218971,NA,8950085,73423,NA,NA,NA,NA
Sago palm,World,2011,1257843,NA,9400643,74736,NA,NA,NA,NA
Sago palm,World,2012,1273960,NA,9798676,76915,NA,NA,NA,NA
Sago palm,World,2013,1286432,NA,9809301,76252,NA,NA,NA,NA
Salsify,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Salsify,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Salsify,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Salsify,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Sapodilla,World,2010,2900373,NA,20215994,69701,8261710.838,6084.249475,10294.62089,8261302.06
Sapodilla,World,2011,3164798,NA,20843720,65861,8518244.581,6454.056195,12555.02689,8517901.608
Sapodilla,World,2012,3194968,NA,22546163,70568,9213985.344,6948.809865,13363.45022,9213642.37
Sapodilla,World,2013,3207702,NA,23243400,72461,9498926.706,7180.385027,13489.64592,9498612.225
Savory,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Savory,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Savory,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Savory,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
Service tree,World,2010,4539566,NA,28282688,62303,9871619.6,6079.497811,9823.729645,9871269.921
Service tree,World,2011,4833356,NA,29331448,60685,10237672.53,6380.225854,11227.14675,10237328.91
Service tree,World,2012,5040661,NA,30532406,60572,10656847.96,6213.284996,11228.12823,10656487.27
Service tree,World,2013,5117804,NA,31536972,61622,11007475.6,6395.077944,11305.7705,11007114.91
Sesame,World,2010,8221041,NA,4321616,5257,NA,NA,NA,NA
Sesame,World,2011,8386582,NA,4712193,5619,NA,NA,NA,NA
Sesame,World,2012,8544712,NA,5406592,6327,NA,NA,NA,NA
Sesame,World,2013,10067667,NA,6005553,5965,NA,NA,NA,NA
Shala tree,World,2010,1625481,NA,2850441,17536,NA,NA,NA,NA
Shala tree,World,2011,1651134,NA,3330732,20172,NA,NA,NA,NA
Shala tree,World,2012,1695971,NA,3624339,21370,NA,NA,NA,NA
Shala tree,World,2013,1727446,NA,3728159,21582,NA,NA,NA,NA
Sisal,World,2010,419832,NA,389878,9287,NA,NA,NA,NA
Sisal,World,2011,432137,NA,408518,9453,NA,NA,NA,NA
Sisal,World,2012,398660,NA,228795,5739,NA,NA,NA,NA
Sisal,World,2013,300764,NA,266947,8876,NA,NA,NA,NA
Snake plant,World,2010,375939,NA,276134,7345,137717.2947,43.802029,83.921461,137717.2947
Snake plant,World,2011,382836,NA,281306,7348,140296.8312,44.05972,102.302727,140296.8312
Snake plant,World,2012,389075,NA,284142,7303,141711.2265,44.874829,93.506102,141711.2265
Snake plant,World,2013,387491,NA,285396,7365,142336.329,44.862812,89.382532,142336.329
Sorghum,World,2010,42175294,NA,60123538,14256,NA,NA,NA,NA
Sorghum,World,2011,42173015,NA,56651554,13433,NA,NA,NA,NA
Sorghum,World,2012,39261445,NA,57183553,14565,NA,NA,NA,NA
Sorghum,World,2013,43891889,NA,61752570,14069,NA,NA,NA,NA
Sorrel,World,2010,18400753,NA,259721091,141147,NA,NA,NA,NA
Sorrel,World,2011,18372783,NA,260792753,141945,NA,NA,NA,NA
Sorrel,World,2012,19028297,NA,271900678,142893,NA,NA,NA,NA
Sorrel,World,2013,19757918,NA,277946312,140676,NA,NA,NA,NA
