"crop_name","country_iso2","country_name","year","c_area_harvested","c_production","clp_import_quantity","clp_import_value","clp_export_quantity","clp_export_value","fs_food_supply_quantity_g","fs_food_supply_kcal","fs_protein_supply_quantity","fs_fat_supply_quantity","vap_gross_production_value_us","compose_index"
"Nutmeg","","World","2010",295642,66669,60659,633089,66312,628118,NA,NA,NA,NA,145.672326,NA
"Nutmeg","","World","2011",304119,73974,67051,828925,69945,742976,NA,NA,NA,NA,173.549278,NA
"Nutmeg","","World","2012",320044,91402,75902,744627,84199,719351,NA,NA,NA,NA,196.936753,NA
"Nutmeg","","World","2013",335363,96243,80334,680181,87083,663201,NA,NA,NA,NA,279.991983,NA
"Oats","","World","2010",9132107,19703339,3211386,959787,3244542,925791,1.61,3,0.13,0.06,3309.374055,0.00824082755948552
"Oats","","World","2011",9646039,22607484,3379710,1303160,3477736,1238687,1.63,3,0.13,0.06,5029.308587,0.00949234759293657
"Oats","","World","2012",9554773,21216193,3527644,1376433,3455562,1286564,1.57,3,0.13,0.06,4838.063902,0.00946825094192149
"Oats","","World","2013",9784768,23797171,3385272,1440515,3106227,1282910,NA,NA,NA,NA,5181.41705,NA
"Oca","","World","2010",1218971,8950085,150870,157835,137478,101979,5.12,6,0.08,0.01,2069.069745,0.00449484603349312
"Oca","","World","2011",1257843,9400643,161930,178870,157844,110144,5.28,6,0.08,0.01,2452.447779,0.00469963100771744
"Oca","","World","2012",1273960,9798676,141226,154375,188810,148987,5.48,6,0.08,0.01,2908.690011,0.00491597527124302
"Oca","","World","2013",1286432,9809301,148880,180834,161957,146925,NA,NA,NA,NA,2707.665689,NA
"Oil palm","","World","2010",16855189,281382333,42664012,33376026,43654771,33312904,6.41,57,0.01,6.35,76268.334313,0.175791912217032
"Oil palm","","World","2011",17533696,306909365,44800969,47832423,46005117,45256373,6.62,57,0.01,6.54,92711.506274,0.204138247656417
"Oil palm","","World","2012",18243814,322783851,49439035,47180008,48472889,42103157,6.59,58,0.01,6.53,87118.657873,0.202409421675206
"Oil palm","","World","2013",18629154,333930524,54401339,43425468,51649573,37417540,NA,NA,NA,NA,77865.350836,NA
"Oiticica","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Oiticica","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Oiticica","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Oiticica","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
"Okra","","World","2010",1070892,7426293,NA,NA,NA,NA,283.67,71,3.79,0.59,8211.510383,NA
"Okra","","World","2011",1676066,7994721,NA,NA,NA,NA,286.58,71,3.82,0.6,8886.931453,NA
"Okra","","World","2012",1797543,9694402,NA,NA,NA,NA,296.09,73,3.93,0.61,10424.348882,NA
"Okra","","World","2013",1829777,9627429,NA,NA,NA,NA,NA,NA,NA,NA,9384.013176,NA
"Olives","","World","2010",9898748,20418234,4535288,13251733,4333554,12884221,2.14,11,0.01,1.24,22417.881181,0.0436855934506639
"Olives","","World","2011",10045874,21228393,4769407,14291016,4557441,14016193,2.22,11,0.01,1.3,21714.496005,0.0458810988851877
"Olives","","World","2012",10237098,17683520,5085250,13849405,4885955,13924834,2.38,12,0.01,1.33,19686.610643,0.0454596651775851
"Olives","","World","2013",10278438,22025129,4999139,16751790,4844018,16470922,NA,NA,NA,NA,20069.806402,NA
"Onions","","World","2010",4454836,84161349,14153564,6453464,14314472,6269248,28.84,11,0.4,0.06,36106.14909,0.0441197074220536
"Onions","","World","2011",4607975,90439921,13760024,6534174,14121788,6165840,30.54,11,0.42,0.06,32375.193472,0.0439362524898445
"Onions","","World","2012",4720230,87993059,13603318,5332230,13616624,5126682,29.57,11,0.41,0.06,36232.63436,0.0426303997309664
"Onions","","World","2013",4937286,90231626,14646934,7126130,14570010,6887014,NA,NA,NA,NA,48597.316567,NA
"Orache","","World","2010",844718,20335174,112015,168862,107602,149217,283.67,71,3.79,0.59,7717.435788,0.129112887878689
"Orache","","World","2011",863290,21184463,130828,190044,111233,167991,286.58,71,3.82,0.6,11785.567473,0.131404261131928
"Orache","","World","2012",884621,22141613,152088,207653,138198,198146,296.09,73,3.93,0.61,19161.729757,0.137387791674909
"Orache","","World","2013",919494,23274869,165829,252110,152436,245193,NA,NA,NA,NA,12219.898208,NA
"Oranges","","World","2010",6371904,94511489,24808461,22049124,27226675,21803848,34.2,9,0.17,0.03,35541.623828,0.0737932685322655
"Oranges","","World","2011",6324053,99695868,26287513,24921884,28377641,24576704,36.35,10,0.18,0.04,44688.684561,0.0823024611284112
"Oranges","","World","2012",6242567,98122077,26400485,24731415,27996376,24151593,34.59,10,0.17,0.03,42040.366123,0.0803027561859385
"Oranges","","World","2013",6498380,101955304,27509953,26672893,29313830,25216805,NA,NA,NA,NA,45146.520433,NA
"Papayas","","World","2010",400500,10784883,266756,243200,267609,187647,65.96,28,0.34,0.33,4290.903085,0.0319364035991548
"Papayas","","World","2011",407321,11296221,260552,251169,267150,191601,68.08,29,0.35,0.34,4934.629456,0.0331001543182095
"Papayas","","World","2012",419694,12013955,268578,249010,272052,210243,70.36,30,0.36,0.35,4705.255614,0.0341053960574097
"Papayas","","World","2013",423095,12358964,272802,272159,293387,226752,NA,NA,NA,NA,4501.182266,NA
"Parsley","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Parsley","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Parsley","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Parsley","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Parsnip","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Parsnip","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Parsnip","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Parsnip","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Passionfruit","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Passionfruit","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Passionfruit","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Passionfruit","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Pawpaw","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Pawpaw","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Pawpaw","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Pawpaw","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Peaches and nectarines","","World","2010",1534177,20540957,1629699,2148027,1681054,2127382,65.96,28,0.34,0.33,11470.810888,0.0380067055506125
"Peaches and nectarines","","World","2011",1537880,21282597,1697482,2196840,1753481,2012010,68.08,29,0.35,0.34,20546.024032,0.041347678619421
"Peaches and nectarines","","World","2012",1519036,21279132,1832223,2423103,1881526,2344349,70.36,30,0.36,0.35,21527.213567,0.0431034552119287
"Peaches and nectarines","","World","2013",1559769,21851523,1785869,2604408,1883898,2538127,NA,NA,NA,NA,21862.932816,NA
"Pearl millet","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.0239231531527155
"Pearl millet","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.0222991765137298
"Pearl millet","","World","2012",31252411,26649147,343168,146524,368144,129610,9.02,27,0.71,0.28,9792.355746,0.0219420127023725
"Pearl millet","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,NA
"Pears","","World","2010",1545920,22558042,2581953,2546755,2567608,2315443,65.96,28,0.34,0.33,12096.942125,0.0391597035580065
"Pears","","World","2011",1577611,24060201,2681605,2784559,2638792,2513274,68.08,29,0.35,0.34,28448.153206,0.0448247174792647
"Pears","","World","2012",1565948,24301149,2645248,2736328,2591007,2542805,70.36,30,0.36,0.35,20669.390221,0.0437905574065326
"Pears","","World","2013",1591090,25313039,2516338,2986290,2488364,2803920,NA,NA,NA,NA,21501.679171,NA
"Peas","","World","2010",8730589,26313465,4030377,1701538,4680050,1690803,2.12,7,0.47,0.03,10031.737162,0.0144350391795557
"Peas","","World","2011",8447475,27236769,4559938,2310423,5025622,2258165,2.23,7,0.49,0.03,17361.947458,0.0176028882352184
"Peas","","World","2012",8882444,27615396,4323907,2360728,4376172,2117158,2.18,7,0.48,0.03,17298.385036,0.0172943944531773
"Peas","","World","2013",8683765,28648797,4617359,2623512,4935105,2487494,NA,NA,NA,NA,14200.921925,NA
"Pecan","","World","2010",581028,826771,433559,1534219,262461,1178755,6.02,15,0.4,1.15,1912.534388,0.0197813491235681
"Pecan","","World","2011",567099,845615,430906,1846159,307097,1490357,6.34,16,0.42,1.24,2195.251104,0.0215235219976333
"Pecan","","World","2012",589226,867286,458584,2030043,349900,1618078,6.39,16,0.42,1.23,1971.314058,0.0216456796801047
"Pecan","","World","2013",578129,877768,392896,2007377,310183,1603948,NA,NA,NA,NA,2008.074412,NA
"Pepper","","World","2010",563051,418426,308003,1115268,343021,1310967,0.16,0,0.02,0,1493.105375,0.00263910665969089
"Pepper","","World","2011",541344,419468,314361,1669158,330494,1932310,0.17,0,0.02,0,1942.001371,0.00364483660543466
"Pepper","","World","2012",558583,414382,325951,2052116,350450,2272852,0.16,0,0.02,0,2231.069099,0.00427222067353499
"Pepper","","World","2013",478290,434960,364291,2322848,384632,2455330,NA,NA,NA,NA,2365.322757,NA
"Peppermint","","World","2010",2776,80767,8,46,0,0,NA,NA,NA,NA,0.223349,NA
"Peppermint","","World","2011",2331,62931,0,0,0,0,NA,NA,NA,NA,0.240006,NA
"Peppermint","","World","2012",4062,106385,0,0,0,0,NA,NA,NA,NA,0.784301,NA
"Peppermint","","World","2013",3671,95164,0,0,0,0,NA,NA,NA,NA,1.006007,NA
"Perilla","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Perilla","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Perilla","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Perilla","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
"Persimmons","","World","2010",817097,4078892,832,2151,949,3239,65.96,28,0.34,0.33,2685.436534,0.0307988757043186
"Persimmons","","World","2011",899706,4485019,1395,3104,988,3541,68.08,29,0.35,0.34,3024.571458,0.0318817071813616
"Persimmons","","World","2012",950754,4823046,274270,346261,468835,559754,70.36,30,0.36,0.35,3106.184078,0.0338070684836154
"Persimmons","","World","2013",975170,4907270,322920,425636,624496,796520,NA,NA,NA,NA,3094.776947,NA
"Physic nut","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Physic nut","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Physic nut","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Physic nut","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
"Pigeonpeas","","World","2010",4832304,3890137,NA,NA,NA,NA,NA,NA,NA,NA,2193.875096,NA
"Pigeonpeas","","World","2011",5881363,4166945,NA,NA,NA,NA,NA,NA,NA,NA,2614.232533,NA
"Pigeonpeas","","World","2012",5594957,3972237,NA,NA,NA,NA,NA,NA,NA,NA,2382.329724,NA
"Pigeonpeas","","World","2013",5495914,4466653,NA,NA,NA,NA,NA,NA,NA,NA,2337.649188,NA
"Pili nut","","World","2010",581028,826771,433559,1534219,262461,1178755,6.02,15,0.4,1.15,1912.534388,0.0197813491235681
"Pili nut","","World","2011",567099,845615,430906,1846159,307097,1490357,6.34,16,0.42,1.24,2195.251104,0.0215235219976333
"Pili nut","","World","2012",589226,867286,458584,2030043,349900,1618078,6.39,16,0.42,1.23,1971.314058,0.0216456796801047
"Pili nut","","World","2013",578129,877768,392896,2007377,310183,1603948,NA,NA,NA,NA,2008.074412,NA
"Pine nut","","World","2010",581028,826771,433559,1534219,262461,1178755,6.02,15,0.4,1.15,1912.534388,0.0197813491235681
"Pine nut","","World","2011",567099,845615,430906,1846159,307097,1490357,6.34,16,0.42,1.24,2195.251104,0.0215235219976333
"Pine nut","","World","2012",589226,867286,458584,2030043,349900,1618078,6.39,16,0.42,1.23,1971.314058,0.0216456796801047
"Pine nut","","World","2013",578129,877768,392896,2007377,310183,1603948,NA,NA,NA,NA,2008.074412,NA
"Pineapples","","World","2010",946601,21472968,4624444,4172425,4587322,3258469,7.54,3,0.02,0.01,9666.787469,0.0145416901959311
"Pineapples","","World","2011",972449,22942450,5006592,4678842,5088306,3866530,8.01,3,0.02,0.01,10814.371615,0.0161215158141201
"Pineapples","","World","2012",1007623,24120521,4820877,4144593,5174853,3515655,8.16,3,0.02,0.01,10705.328894,0.0155115471445606
"Pineapples","","World","2013",1005484,24683553,4914229,4321200,5261055,3523109,NA,NA,NA,NA,11116.10786,NA
"Pistachios","","World","2010",502011,718573,363286,2326359,387989,2547634,6.02,15,0.4,1.15,3835.444523,0.0219297069747261
"Pistachios","","World","2011",517375,624436,308477,2186593,361354,2525784,6.34,16,0.42,1.24,3347.760817,0.0228492525915038
"Pistachios","","World","2012",557609,759767,303886,2149429,360652,2333564,6.39,16,0.42,1.23,5270.428048,0.0231073720181946
"Pistachios","","World","2013",577569,679556,296992,2448793,299091,2273182,NA,NA,NA,NA,5909.967198,NA
"Plantains","","World","2010",4582390,31749571,622679,393681,437630,213100,8.71,8,0.06,0.02,9566.584528,0.00981926373973271
"Plantains","","World","2011",4587899,32189827,663479,415389,424524,217390,8.82,8,0.06,0.02,10135.350665,0.0100488410441832
"Plantains","","World","2012",4686234,33295121,1143873,701638,596567,308765,9.04,8,0.07,0.02,10773.430221,0.0108459239598757
"Plantains","","World","2013",4715692,33705420,1138876,697967,858786,448885,NA,NA,NA,NA,10975.605554,NA
"Plums","","World","2010",2409010,10712515,736071,1222555,797647,1181927,65.96,28,0.34,0.33,7025.929425,0.0346364050604084
"Plums","","World","2011",2502518,11053832,825717,1351870,874605,1264827,68.08,29,0.35,0.34,7758.948895,0.0360191779613085
"Plums","","World","2012",2565813,10873542,862278,1380693,913945,1314041,70.36,30,0.36,0.35,8367.074264,0.0372679176560718
"Plums","","World","2013",2663137,11325235,912183,1561504,963601,1458908,NA,NA,NA,NA,23535.337398,NA
"Pomegranate","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Pomegranate","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Pomegranate","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Pomegranate","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Pongamia oil","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Pongamia oil","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Pongamia oil","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Pongamia oil","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
"Poppies","","World","2010",148845,97175,72935,129153,86556,160916,0.34,1,0.07,0.09,157.08755,0.00179896523690956
"Poppies","","World","2011",128918,107185,84112,153675,87657,173960,0.38,1,0.08,0.09,179.365173,0.00190297280374452
"Poppies","","World","2012",72645,49983,89209,145287,88191,169024,0.38,1,0.08,0.09,88.40143,0.00186091145004555
"Poppies","","World","2013",94888,69837,82648,202370,94321,246654,NA,NA,NA,NA,152.128425,NA
"Potatoes","","World","2010",18686637,332513046,16809324,9322665,17567084,9087636,92.33,63,1.48,0.1,92224.752528,0.112765137315257
"Potatoes","","World","2011",19350087,374484314,18561496,11416721,18782859,10969761,94.1,64,1.51,0.1,121516.668135,0.127090925500698
"Potatoes","","World","2012",19449220,369073364,18566360,10329569,17841454,9753747,95.26,65,1.52,0.1,97016.277074,0.119072938250948
"Potatoes","","World","2013",19358992,374721105,19700117,12387779,18958974,11606653,NA,NA,NA,NA,116553.851934,NA
"Prickly pear","","World","2010",4539566,28282688,1984150,1889942,1948145,1651048,65.96,28,0.34,0.33,9823.729645,0.0379189510492186
"Prickly pear","","World","2011",4833356,29331448,2444537,2452088,2396751,2119691,68.08,29,0.35,0.34,11227.146752,0.0403360170857426
"Prickly pear","","World","2012",5040661,30532406,2463747,2604108,2385596,2161214,70.36,30,0.36,0.35,11228.12823,0.0415776881673439
"Prickly pear","","World","2013",5117804,31536972,2523807,2858010,2379246,2326015,NA,NA,NA,NA,11305.770503,NA
"Proso millet","","World","2010",36016793,32805831,404750,151767,382999,125300,9.58,29,0.76,0.3,10175.829125,0.0239231531527155
"Proso millet","","World","2011",33977510,27058875,335675,151255,384395,145625,9.18,27,0.73,0.28,9076.185389,0.0222991765137298
"Proso millet","","World","2012",31252411,26649147,343168,146524,368144,129610,9.02,27,0.71,0.28,9792.355746,0.0219420127023725
"Proso millet","","World","2013",31216989,26413944,348129,170993,280492,117230,NA,NA,NA,NA,8938.717089,NA
"Pumpkin","","World","2010",1736070,22763108,892312,967026,568796,600190,283.67,71,3.79,0.59,8028.022937,0.130663255012495
"Pumpkin","","World","2011",1780650,23661986,938910,884763,599923,526115,286.58,71,3.82,0.6,8561.915827,0.131906170259893
"Pumpkin","","World","2012",1821600,23917255,1158646,1180261,804707,785720,296.09,73,3.93,0.61,8900.281181,0.136502178677288
"Pumpkin","","World","2013",1851136,24522500,1210850,1292064,1179516,1256161,NA,NA,NA,NA,9673.60717,NA
"Purging croton","","World","2010",1625481,2850441,455710,558018,421025,363968,0.34,1,0.07,0.09,992.579453,0.00298230443775835
"Purging croton","","World","2011",1651134,3330732,481585,594953,660991,413367,0.38,1,0.08,0.09,1499.413426,0.00334064708994266
"Purging croton","","World","2012",1695971,3624339,382163,545902,561933,463546,0.38,1,0.08,0.09,1641.548556,0.00335193658758293
"Purging croton","","World","2013",1727446,3728159,416629,749535,683806,650727,NA,NA,NA,NA,1670.582322,NA
"Pyrethrum","","World","2010",15491,5468,6517,36591,2327,7033,NA,NA,NA,NA,1.879769,NA
"Pyrethrum","","World","2011",17739,7459,7780,40304,1656,4482,NA,NA,NA,NA,1.722044,NA
"Pyrethrum","","World","2012",19447,8195,8099,40220,1558,5184,NA,NA,NA,NA,1.467252,NA
"Pyrethrum","","World","2013",21731,8738,6001,42690,1065,9509,NA,NA,NA,NA,1.479394,NA
"Quinces","","World","2010",63892,537350,18441,18265,20371,20989,65.96,28,0.34,0.33,324.544707,0.0299551762740912
"Quinces","","World","2011",68777,572467,16556,16405,21787,19561,68.08,29,0.35,0.34,350.25742,0.0309252546481248
"Quinces","","World","2012",72914,602948,25730,26264,29112,26942,70.36,30,0.36,0.35,348.186604,0.0319565437305398
"Quinces","","World","2013",81705,676754,21452,22985,33546,37537,NA,NA,NA,NA,425.250525,NA
"Quinoa","","World","2010",96438,80069,NA,NA,NA,NA,2.12,6,0.18,0.02,83.348799,NA
"Quinoa","","World","2011",101564,84644,NA,NA,NA,NA,2.17,7,0.18,0.02,96.545479,NA
"Quinoa","","World","2012",172577,97862,NA,NA,NA,NA,2.06,6,0.17,0.02,119.73815,NA
"Quinoa","","World","2013",195467,118175,NA,NA,NA,NA,NA,NA,NA,NA,193.819817,NA
"Radish","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Radish","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Radish","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Radish","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Rambutan","","World","2010",2900373,20215994,762573,644135,580010,353614,65.96,28,0.34,0.33,10294.620887,0.0348859659731065
"Rambutan","","World","2011",3164798,20843720,811232,755461,646342,399423,68.08,29,0.35,0.34,12555.026886,0.0366464602605509
"Rambutan","","World","2012",3194968,22546163,925943,995019,820875,525894,70.36,30,0.36,0.35,13363.450215,0.038299649997372
"Rambutan","","World","2013",3207702,23243400,976575,1180320,841345,584348,NA,NA,NA,NA,13489.645919,NA
"Ramie","","World","2010",98825,192526,NA,NA,NA,NA,NA,NA,NA,NA,160.968543,NA
"Ramie","","World","2011",85141,161770,NA,NA,NA,NA,NA,NA,NA,NA,219.345671,NA
"Ramie","","World","2012",69930,133289,NA,NA,NA,NA,NA,NA,NA,NA,202.687346,NA
"Ramie","","World","2013",63600,122758,NA,NA,NA,NA,NA,NA,NA,NA,98.653073,NA
"Rapeseed and Mustards","","World","2010",32886293,60473711,55096953,29986265,54874900,29159716,4.03,35,0,4,28874.927675,0.129454672779039
"Rapeseed and Mustards","","World","2011",34476640,63378722,57492318,42605436,56771624,40718239,4.12,36,0,4.08,37094.617083,0.152148177111115
"Rapeseed and Mustards","","World","2012",35305580,63195153,62421999,45995033,63449761,45901953,3.9,34,0,3.86,38636.695995,0.159664401010853
"Rapeseed and Mustards","","World","2013",37046669,73622344,64656749,46080760,68000566,46552718,NA,NA,NA,NA,42270.598504,NA
"Raspberries","","World","2010",106356,521694,NA,NA,NA,NA,65.96,28,0.34,0.33,1202.461137,NA
"Raspberries","","World","2011",106806,597424,NA,NA,NA,NA,68.08,29,0.35,0.34,1340.206983,NA
"Raspberries","","World","2012",102175,566558,NA,NA,NA,NA,70.36,30,0.36,0.35,1384.676951,NA
"Raspberries","","World","2013",92597,584524,NA,NA,NA,NA,NA,NA,NA,NA,1521.647309,NA
"Rhubarb","","World","2010",18400753,259721091,2399248,2480279,3251236,3268037,283.67,71,3.79,0.59,77665.050267,0.166438010286356
"Rhubarb","","World","2011",18372783,260792753,2608363,2709243,3375853,3295271,286.58,71,3.82,0.6,89418.891726,0.170968998683113
"Rhubarb","","World","2012",19028297,271900678,2451482,2586994,3002047,3004214,296.09,73,3.93,0.61,92384.308643,0.175873191651513
"Rhubarb","","World","2013",19757918,277946312,2625756,3170254,2883011,3301102,NA,NA,NA,NA,95421.558641,NA
"Rice (African)","","World","2010",693740399,NA,31920942,20841526,33667567,20292800,148.3,547,10.24,1.89,248136.623625,NA
"Rice (African)","","World","2011",706179279,NA,35426797,24182629,37660616,24158859,148.85,548,10.23,1.85,332021.44803,NA
"Rice (African)","","World","2012",706711851,NA,37934683,24563130,39863585,23854196,148.13,544,10.15,1.82,349330.712114,NA
"Rice (African)","","World","2013",722317347,NA,37887344,26330865,37174387,24225377,NA,NA,NA,NA,337738.587879,NA
"Rice (Asian)","","World","2010",693740399,NA,31920942,20841526,33667567,20292800,148.3,547,10.24,1.89,248136.623625,NA
"Rice (Asian)","","World","2011",706179279,NA,35426797,24182629,37660616,24158859,148.85,548,10.23,1.85,332021.44803,NA
"Rice (Asian)","","World","2012",706711851,NA,37934683,24563130,39863585,23854196,148.13,544,10.15,1.82,349330.712114,NA
"Rice (Asian)","","World","2013",722317347,NA,37887344,26330865,37174387,24225377,NA,NA,NA,NA,337738.587879,NA
"Rice bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0388305996197066
"Rice bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0417798339780543
"Rice bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0403445593342933
"Rice bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,NA
"Roselle","","World","2010",174067,260086,NA,NA,NA,NA,NA,NA,NA,NA,111.560907,NA
"Roselle","","World","2011",177187,273679,NA,NA,NA,NA,NA,NA,NA,NA,134.392861,NA
"Roselle","","World","2012",167191,260262,NA,NA,NA,NA,NA,NA,NA,NA,119.172125,NA
"Roselle","","World","2013",178613,253350,NA,NA,NA,NA,NA,NA,NA,NA,105.200735,NA
"Rubber, natural","","World","2010",9473015,10838844,15089979,46799124,15763419,47678720,NA,NA,NA,NA,21494.378374,NA
"Rubber, natural","","World","2011",9628678,11593272,16315060,75127519,17076424,76076432,NA,NA,NA,NA,30875.131966,NA
"Rubber, natural","","World","2012",10318706,12663007,16323493,54814972,16417006,50887628,NA,NA,NA,NA,25948.375074,NA
"Rubber, natural","","World","2013",10663401,13005417,17181472,47264717,17807857,44729870,NA,NA,NA,NA,23332.830324,NA
"Runner bean","","World","2010",32486941,46510911,3595456,3694939,4178460,3905076,7.22,24,1.56,0.11,33788.661932,0.0388305996197066
"Runner bean","","World","2011",32210303,46191613,3851850,4108479,4856496,4842092,7.05,24,1.52,0.1,41868.44617,0.0417798339780543
"Runner bean","","World","2012",30844784,47256489,4011952,4304353,4787454,4953739,6.78,23,1.46,0.1,38113.737625,0.0403445593342933
"Runner bean","","World","2013",31027121,47828399,4071808,4484651,4556765,4657864,NA,NA,NA,NA,41088.628853,NA
"Rye","","World","2010",5023380,11936752,1316000,257896,1385314,251708,2.29,6,0.17,0.03,2186.219096,0.00575650038080492
"Rye","","World","2011",5137335,13105737,992913,311482,971297,291972,2.31,6,0.17,0.03,2757.779333,0.00586995810696666
"Rye","","World","2012",5278323,14496501,1500639,449774,1495445,431348,2.17,6,0.16,0.03,3448.907254,0.00649921818913328
"Rye","","World","2013",5730500,16660623,1736902,487628,1819080,486669,NA,NA,NA,NA,4939.952596,NA
"Safflower","","World","2010",834754,664656,70414,93868,41866,56208,0.34,1,0.07,0.09,256.070448,0.00181876339877724
"Safflower","","World","2011",803991,678177,72436,118694,50187,76866,0.38,1,0.08,0.09,310.927006,0.00193575166847642
"Safflower","","World","2012",968499,843899,71499,120907,48819,75825,0.38,1,0.08,0.09,387.154809,0.00198443843916319
"Safflower","","World","2013",896800,721525,76687,130589,39406,61927,NA,NA,NA,NA,305.8477,NA
"Saffron","","World","2010",927593,2103629,325132,1186048,379108,1301953,1.8,6,0.19,0.16,2146.763054,0.00689873755178973
"Saffron","","World","2011",1008818,2427596,365788,1356446,414880,1450140,2.09,7,0.23,0.19,2484.52149,0.00802373365166285
"Saffron","","World","2012",978986,2269144,374363,1245973,455369,1486093,2.04,7,0.22,0.19,2361.383969,0.00786814984757525
"Saffron","","World","2013",982860,2339135,380536,1326976,493790,1858878,NA,NA,NA,NA,2329.957545,NA
